,yearID,teamID,franchID,Rank,DivWin,WCWin,WSWin,name,park,BPF,PPF
1476,1966,WS2,TEX,8,,,N,Washington Senators,R.F.K. Stadium,99,101
1477,1967,ATL,ATL,7,,,N,Atlanta Braves,Atlanta-Fulton County Stadium,99,99
1478,1967,BAL,BAL,6,,,N,Baltimore Orioles,Memorial Stadium,100,98
1479,1967,BOS,BOS,1,,,N,Boston Red Sox,Fenway Park II,109,109
1480,1967,CAL,ANA,5,,,N,California Angels,Anaheim Stadium,95,96
1481,1967,CHA,CHW,4,,,N,Chicago White Sox,Comiskey Park,93,93
1482,1967,CHN,CHC,3,,,N,Chicago Cubs,Wrigley Field,105,105
1483,1967,CIN,CIN,4,,,N,Cincinnati Reds,Crosley Field,112,112
1484,1967,CLE,CLE,8,,,N,Cleveland Indians,Cleveland Stadium,102,102
1485,1967,DET,DET,2,,,N,Detroit Tigers,Tiger Stadium,103,101
1486,1967,HOU,HOU,9,,,N,Houston Astros,Astrodome,96,97
1487,1967,KC1,OAK,10,,,N,Kansas City Athletics,Municipal Stadium I,97,99
1488,1967,LAN,LAD,8,,,N,Los Angeles Dodgers,Dodger Stadium,91,91
1489,1967,MIN,MIN,2,,,N,Minnesota Twins,Metropolitan Stadium,108,107
1490,1967,NYA,NYY,9,,,N,New York Yankees,Yankee Stadium I,95,96
1491,1967,NYN,NYM,10,,,N,New York Mets,Shea Stadium,98,100
1492,1967,PHI,PHI,5,,,N,Philadelphia Phillies,Connie Mack Stadium,101,101
1493,1967,PIT,PIT,6,,,N,Pittsburgh Pirates,Forbes Field,100,99
1494,1967,SFN,SFG,2,,,N,San Francisco Giants,Candlestick Park,100,99
1495,1967,SLN,STL,1,,,Y,St. Louis Cardinals,Busch Stadium II,99,97
1496,1967,WS2,TEX,6,,,N,Washington Senators,R.F.K. Stadium,96,97
1497,1968,ATL,ATL,5,,,N,Atlanta Braves,Atlanta-Fulton County Stadium,101,101
1498,1968,BAL,BAL,2,,,N,Baltimore Orioles,Memorial Stadium,101,99
1499,1968,BOS,BOS,4,,,N,Boston Red Sox,Fenway Park II,108,107
1500,1968,CAL,ANA,8,,,N,California Angels,Anaheim Stadium,95,97
1501,1968,CHA,CHW,8,,,N,Chicago White Sox,Comiskey Park,106,107
1502,1968,CHN,CHC,3,,,N,Chicago Cubs,Wrigley Field,107,106
1503,1968,CIN,CIN,4,,,N,Cincinnati Reds,Crosley Field,106,106
1504,1968,CLE,CLE,3,,,N,Cleveland Indians,Cleveland Stadium,99,100
1505,1968,DET,DET,1,,,Y,Detroit Tigers,Tiger Stadium,103,101
1506,1968,HOU,HOU,10,,,N,Houston Astros,Astrodome,97,99
1507,1968,LAN,LAD,7,,,N,Los Angeles Dodgers,Dodger Stadium,92,92
1508,1968,MIN,MIN,7,,,N,Minnesota Twins,Metropolitan Stadium,107,105
1509,1968,NYA,NYY,5,,,N,New York Yankees,Yankee Stadium I,96,96
1510,1968,NYN,NYM,9,,,N,New York Mets,Shea Stadium,100,101
1511,1968,OAK,OAK,6,,,N,Oakland Athletics,Oakland Coliseum,94,94
1512,1968,PHI,PHI,7,,,N,Philadelphia Phillies,Connie Mack Stadium,100,101
1513,1968,PIT,PIT,6,,,N,Pittsburgh Pirates,Forbes Field,98,97
1514,1968,SFN,SFG,2,,,N,San Francisco Giants,Candlestick Park,101,100
1515,1968,SLN,STL,1,,,N,St. Louis Cardinals,Busch Stadium II,99,97
1516,1968,WS2,TEX,10,,,N,Washington Senators,R.F.K. Stadium,97,98
1517,1969,ATL,ATL,1,Y,,N,Atlanta Braves,Atlanta-Fulton County Stadium,101,101
1518,1969,BAL,BAL,1,Y,,N,Baltimore Orioles,Memorial Stadium,101,99
1519,1969,BOS,BOS,3,N,,N,Boston Red Sox,Fenway Park II,107,106
1520,1969,CAL,ANA,3,N,,N,California Angels,Anaheim Stadium,94,95
1521,1969,CHA,CHW,5,N,,N,Chicago White Sox,Comiskey Park,106,107
1522,1969,CHN,CHC,2,N,,N,Chicago Cubs,Wrigley Field,113,112
1523,1969,CIN,CIN,3,N,,N,Cincinnati Reds,Crosley Field,105,105
1524,1969,CLE,CLE,6,N,,N,Cleveland Indians,Cleveland Stadium,103,103
1525,1969,DET,DET,2,N,,N,Detroit Tigers,Tiger Stadium,105,104
1526,1969,HOU,HOU,5,N,,N,Houston Astros,Astrodome,98,98
1527,1969,KCA,KCR,4,N,,N,Kansas City Royals,Municipal Stadium II,100,101
1528,1969,LAN,LAD,4,N,,N,Los Angeles Dodgers,Dodger Stadium,93,92
1529,1969,MIN,MIN,1,Y,,N,Minnesota Twins,Metropolitan Stadium,104,102
1530,1969,MON,WSN,6,N,,N,Montreal Expos,Jarry Park,100,102
1531,1969,NYA,NYY,5,N,,N,New York Yankees,Yankee Stadium I,96,96
1532,1969,NYN,NYM,1,Y,,Y,New York Mets,Shea Stadium,102,101
1533,1969,OAK,OAK,2,N,,N,Oakland Athletics,Oakland Coliseum,95,95
1534,1969,PHI,PHI,5,N,,N,Philadelphia Phillies,Connie Mack Stadium,98,99
1535,1969,PIT,PIT,3,N,,N,Pittsburgh Pirates,Forbes Field,98,97
1536,1969,SDN,SDP,6,N,,N,San Diego Padres,Jack Murphy Stadium,96,98
1537,1969,SE1,MIL,6,N,,N,Seattle Pilots,Sicks Stadium,97,100
1538,1969,SFN,SFG,2,N,,N,San Francisco Giants,Candlestick Park,99,98
1539,1969,SLN,STL,4,N,,N,St. Louis Cardinals,Busch Stadium II,100,99
1540,1969,WS2,TEX,4,N,,N,Washington Senators,R.F.K. Stadium,94,95
1541,1970,ATL,ATL,5,N,,N,Atlanta Braves,Atlanta-Fulton County Stadium,106,106
1542,1970,BAL,BAL,1,Y,,Y,Baltimore Orioles,Memorial Stadium,101,98
1543,1970,BOS,BOS,3,N,,N,Boston Red Sox,Fenway Park II,108,107
1544,1970,CAL,ANA,3,N,,N,California Angels,Anaheim Stadium,96,97
1545,1970,CHA,CHW,6,N,,N,Chicago White Sox,Comiskey Park,101,102
1546,1970,CHN,CHC,2,N,,N,Chicago Cubs,Wrigley Field,111,110
1547,1970,CIN,CIN,1,Y,,N,Cincinnati Reds,Crosley Field/Riverfront Stadium,104,103
1548,1970,CLE,CLE,5,N,,N,Cleveland Indians,Cleveland Stadium,104,105
1549,1970,DET,DET,4,N,,N,Detroit Tigers,Tiger Stadium,101,101
1550,1970,HOU,HOU,4,N,,N,Houston Astros,Astrodome,96,96
1551,1970,KCA,KCR,4,N,,N,Kansas City Royals,Municipal Stadium II,99,100
1552,1970,LAN,LAD,2,N,,N,Los Angeles Dodgers,Dodger Stadium,95,94
1553,1970,MIN,MIN,1,Y,,N,Minnesota Twins,Metropolitan Stadium,103,102
1554,1970,ML4,MIL,4,N,,N,Milwaukee Brewers,County Stadium,100,101
1555,1970,MON,WSN,6,N,,N,Montreal Expos,Jarry Park,99,101
1556,1970,NYA,NYY,2,N,,N,New York Yankees,Yankee Stadium I,95,95
1557,1970,NYN,NYM,3,N,,N,New York Mets,Shea Stadium,100,99
1558,1970,OAK,OAK,2,N,,N,Oakland Athletics,Oakland Coliseum,97,95
1559,1970,PHI,PHI,5,N,,N,Philadelphia Phillies,Connie Mack Stadium,98,99
1560,1970,PIT,PIT,1,Y,,N,Pittsburgh Pirates,Forbes Field/Three Rivers Stadium,97,96
1561,1970,SDN,SDP,6,N,,N,San Diego Padres,Jack Murphy Stadium,96,98
1562,1970,SFN,SFG,3,N,,N,San Francisco Giants,Candlestick Park,100,99
1563,1970,SLN,STL,4,N,,N,St. Louis Cardinals,Busch Stadium II,103,102
1564,1970,WS2,TEX,6,N,,N,Washington Senators,R.F.K. Stadium,95,95
1565,1971,ATL,ATL,3,N,,N,Atlanta Braves,Atlanta-Fulton County Stadium,106,107
1566,1971,BAL,BAL,1,Y,,N,Baltimore Orioles,Memorial Stadium,99,97
1567,1971,BOS,BOS,3,N,,N,Boston Red Sox,Fenway Park II,108,108
1568,1971,CAL,ANA,4,N,,N,California Angels,Anaheim Stadium,93,93
1569,1971,CHA,CHW,3,N,,N,Chicago White Sox,Comiskey Park,104,104
1570,1971,CHN,CHC,3,N,,N,Chicago Cubs,Wrigley Field,113,113
1571,1971,CIN,CIN,4,N,,N,Cincinnati Reds,Riverfront Stadium,95,94
1572,1971,CLE,CLE,6,N,,N,Cleveland Indians,Cleveland Stadium,109,110
1573,1971,DET,DET,2,N,,N,Detroit Tigers,Tiger Stadium,105,105
1574,1971,HOU,HOU,4,N,,N,Houston Astros,Astrodome,98,97
1575,1971,KCA,KCR,2,N,,N,Kansas City Royals,Municipal Stadium II,99,99
1576,1971,LAN,LAD,2,N,,N,Los Angeles Dodgers,Dodger Stadium,94,93
1577,1971,MIN,MIN,5,N,,N,Minnesota Twins,Metropolitan Stadium,103,102
1578,1971,ML4,MIL,6,N,,N,Milwaukee Brewers,County Stadium,98,100
1579,1971,MON,WSN,5,N,,N,Montreal Expos,Jarry Park,100,101
1580,1971,NYA,NYY,4,N,,N,New York Yankees,Yankee Stadium I,94,94
1581,1971,NYN,NYM,3,N,,N,New York Mets,Shea Stadium,98,98
1582,1971,OAK,OAK,1,Y,,N,Oakland Athletics,Oakland Coliseum,98,97
1583,1971,PHI,PHI,6,N,,N,Philadelphia Phillies,Veterans Stadium,100,102
1584,1971,PIT,PIT,1,Y,,Y,Pittsburgh Pirates,Three Rivers Stadium,102,100
1585,1971,SDN,SDP,6,N,,N,San Diego Padres,Jack Murphy Stadium,93,95
1586,1971,SFN,SFG,1,Y,,N,San Francisco Giants,Candlestick Park,99,99
1587,1971,SLN,STL,2,N,,N,St. Louis Cardinals,Busch Stadium II,104,104
1588,1971,WS2,TEX,5,N,,N,Washington Senators,R.F.K. Stadium,94,95
1589,1972,ATL,ATL,4,N,,N,Atlanta Braves,Atlanta-Fulton County Stadium,109,110
1590,1972,BAL,BAL,3,N,,N,Baltimore Orioles,Memorial Stadium,103,101
1591,1972,BOS,BOS,2,N,,N,Boston Red Sox,Fenway Park II,106,106
1592,1972,CAL,ANA,5,N,,N,California Angels,Anaheim Stadium,94,95
1593,1972,CHA,CHW,2,N,,N,Chicago White Sox,Comiskey Park,103,103
1594,1972,CHN,CHC,2,N,,N,Chicago Cubs,Wrigley Field,110,110
1595,1972,CIN,CIN,1,Y,,N,Cincinnati Reds,Riverfront Stadium,94,93
1596,1972,CLE,CLE,5,N,,N,Cleveland Indians,Cleveland Stadium,104,106
1597,1972,DET,DET,1,Y,,N,Detroit Tigers,Tiger Stadium,103,103
1598,1972,HOU,HOU,3,N,,N,Houston Astros,Astrodome,98,97
1599,1972,KCA,KCR,4,N,,N,Kansas City Royals,Municipal Stadium II,99,98
1600,1972,LAN,LAD,2,N,,N,Los Angeles Dodgers,Dodger Stadium,98,97
1601,1972,MIN,MIN,3,N,,N,Minnesota Twins,Metropolitan Stadium,105,105
1602,1972,ML4,MIL,6,N,,N,Milwaukee Brewers,County Stadium,97,98
1603,1972,MON,WSN,5,N,,N,Montreal Expos,Jarry Park,101,102
1604,1972,NYA,NYY,4,N,,N,New York Yankees,Yankee Stadium I,97,96
1605,1972,NYN,NYM,3,N,,N,New York Mets,Shea Stadium,97,97
1606,1972,OAK,OAK,1,Y,,Y,Oakland Athletics,Oakland Coliseum,95,93
1607,1972,PHI,PHI,6,N,,N,Philadelphia Phillies,Veterans Stadium,102,104
1608,1972,PIT,PIT,1,Y,,N,Pittsburgh Pirates,Three Rivers Stadium,99,97
1609,1972,SDN,SDP,6,N,,N,San Diego Padres,Jack Murphy Stadium,92,95
1610,1972,SFN,SFG,5,N,,N,San Francisco Giants,Candlestick Park,102,102
1611,1972,SLN,STL,4,N,,N,St. Louis Cardinals,Busch Stadium II,99,99
1612,1972,TEX,TEX,6,N,,N,Texas Rangers,Arlington Stadium,96,98
1613,1973,ATL,ATL,5,N,,N,Atlanta Braves,Atlanta-Fulton County Stadium,108,108
1614,1973,BAL,BAL,1,Y,,N,Baltimore Orioles,Memorial Stadium,99,98
1615,1973,BOS,BOS,2,N,,N,Boston Red Sox,Fenway Park II,106,106
1616,1973,CAL,ANA,4,N,,N,California Angels,Anaheim Stadium,92,92
1617,1973,CHA,CHW,5,N,,N,Chicago White Sox,Comiskey Park,105,105
1618,1973,CHN,CHC,5,N,,N,Chicago Cubs,Wrigley Field,107,107
1619,1973,CIN,CIN,1,Y,,N,Cincinnati Reds,Riverfront Stadium,95,93
1620,1973,CLE,CLE,6,N,,N,Cleveland Indians,Cleveland Stadium,103,104
1621,1973,DET,DET,3,N,,N,Detroit Tigers,Tiger Stadium,106,107
1622,1973,HOU,HOU,4,N,,N,Houston Astros,Astrodome,99,99
1623,1973,KCA,KCR,2,N,,N,Kansas City Royals,Royals Stadium,106,106
1624,1973,LAN,LAD,2,N,,N,Los Angeles Dodgers,Dodger Stadium,97,95
1625,1973,MIN,MIN,3,N,,N,Minnesota Twins,Metropolitan Stadium,104,104
1626,1973,ML4,MIL,5,N,,N,Milwaukee Brewers,County Stadium,97,98
1627,1973,MON,WSN,4,N,,N,Montreal Expos,Jarry Park,103,104
1628,1973,NYA,NYY,4,N,,N,New York Yankees,Yankee Stadium I,97,96
1629,1973,NYN,NYM,1,Y,,N,New York Mets,Shea Stadium,98,99
1630,1973,OAK,OAK,1,Y,,Y,Oakland Athletics,Oakland Coliseum,95,93
1631,1973,PHI,PHI,6,N,,N,Philadelphia Phillies,Veterans Stadium,102,103
1632,1973,PIT,PIT,3,N,,N,Pittsburgh Pirates,Three Rivers Stadium,98,96
1633,1973,SDN,SDP,6,N,,N,San Diego Padres,Jack Murphy Stadium,91,94
1634,1973,SFN,SFG,3,N,,N,San Francisco Giants,Candlestick Park,105,105
1635,1973,SLN,STL,2,N,,N,St. Louis Cardinals,Busch Stadium II,100,100
1636,1973,TEX,TEX,6,N,,N,Texas Rangers,Arlington Stadium,95,97
1637,1974,ATL,ATL,3,N,,N,Atlanta Braves,Atlanta-Fulton County Stadium,104,104
1638,1974,BAL,BAL,1,Y,,N,Baltimore Orioles,Memorial Stadium,97,95
1639,1974,BOS,BOS,3,N,,N,Boston Red Sox,Fenway Park II,108,107
1640,1974,CAL,ANA,6,N,,N,California Angels,Anaheim Stadium,94,94
1641,1974,CHA,CHW,4,N,,N,Chicago White Sox,Comiskey Park,103,104
1642,1974,CHN,CHC,6,N,,N,Chicago Cubs,Wrigley Field,103,105
1643,1974,CIN,CIN,2,N,,N,Cincinnati Reds,Riverfront Stadium,99,97
1644,1974,CLE,CLE,4,N,,N,Cleveland Indians,Cleveland Stadium,99,100
1645,1974,DET,DET,6,N,,N,Detroit Tigers,Tiger Stadium,102,104
1646,1974,HOU,HOU,4,N,,N,Houston Astros,Astrodome,96,96
1647,1974,KCA,KCR,5,N,,N,Kansas City Royals,Royals Stadium,105,105
1648,1974,LAN,LAD,1,Y,,N,Los Angeles Dodgers,Dodger Stadium,96,94
1649,1974,MIN,MIN,3,N,,N,Minnesota Twins,Metropolitan Stadium,104,104
1650,1974,ML4,MIL,5,N,,N,Milwaukee Brewers,County Stadium,99,99
1651,1974,MON,WSN,4,N,,N,Montreal Expos,Jarry Park,105,106
1652,1974,NYA,NYY,2,N,,N,New York Yankees,Shea Stadium,99,98
1653,1974,NYN,NYM,5,N,,N,New York Mets,Shea Stadium,99,99
1654,1974,OAK,OAK,1,Y,,Y,Oakland Athletics,Oakland Coliseum,94,92
1655,1974,PHI,PHI,3,N,,N,Philadelphia Phillies,Veterans Stadium,104,104
1656,1974,PIT,PIT,1,Y,,N,Pittsburgh Pirates,Three Rivers Stadium,97,95
1657,1974,SDN,SDP,6,N,,N,San Diego Padres,Jack Murphy Stadium,95,98
1658,1974,SFN,SFG,5,N,,N,San Francisco Giants,Candlestick Park,105,105
1659,1974,SLN,STL,2,N,,N,St. Louis Cardinals,Busch Stadium II,100,100
1660,1974,TEX,TEX,2,N,,N,Texas Rangers,Arlington Stadium,97,98
1661,1975,ATL,ATL,5,N,,N,Atlanta Braves,Atlanta-Fulton County Stadium,103,104
1662,1975,BAL,BAL,2,N,,N,Baltimore Orioles,Memorial Stadium,94,93
1663,1975,BOS,BOS,1,Y,,N,Boston Red Sox,Fenway Park II,110,109
1664,1975,CAL,ANA,6,N,,N,California Angels,Anaheim Stadium,92,93
1665,1975,CHA,CHW,5,N,,N,Chicago White Sox,Comiskey Park,102,103
1666,1975,CHN,CHC,5,N,,N,Chicago Cubs,Wrigley Field,104,106
1667,1975,CIN,CIN,1,Y,,Y,Cincinnati Reds,Riverfront Stadium,102,99
1668,1975,CLE,CLE,4,N,,N,Cleveland Indians,Cleveland Stadium,99,99
1669,1975,DET,DET,6,N,,N,Detroit Tigers,Tiger Stadium,104,106
1670,1975,HOU,HOU,6,N,,N,Houston Astros,Astrodome,93,93
1671,1975,KCA,KCR,2,N,,N,Kansas City Royals,Royals Stadium,103,102
1672,1975,LAN,LAD,2,N,,N,Los Angeles Dodgers,Dodger Stadium,96,94
1673,1975,MIN,MIN,4,N,,N,Minnesota Twins,Metropolitan Stadium,102,102
1674,1975,ML4,MIL,5,N,,N,Milwaukee Brewers,County Stadium,100,101
1675,1975,MON,WSN,5,N,,N,Montreal Expos,Jarry Park,104,106
1676,1975,NYA,NYY,3,N,,N,New York Yankees,Shea Stadium,99,98
1677,1975,NYN,NYM,3,N,,N,New York Mets,Shea Stadium,96,95
1678,1975,OAK,OAK,1,Y,,N,Oakland Athletics,Oakland Coliseum,98,96
1679,1975,PHI,PHI,2,N,,N,Philadelphia Phillies,Veterans Stadium,104,103
1680,1975,PIT,PIT,1,Y,,N,Pittsburgh Pirates,Three Rivers Stadium,99,97
1681,1975,SDN,SDP,4,N,,N,San Diego Padres,Jack Murphy Stadium,94,96
1682,1975,SFN,SFG,3,N,,N,San Francisco Giants,Candlestick Park,104,105
1683,1975,SLN,STL,3,N,,N,St. Louis Cardinals,Busch Stadium II,104,105
1684,1975,TEX,TEX,3,N,,N,Texas Rangers,Arlington Stadium,99,99
1685,1976,ATL,ATL,6,N,,N,Atlanta Braves,Atlanta-Fulton County Stadium,106,108
1686,1976,BAL,BAL,2,N,,N,Baltimore Orioles,Memorial Stadium,94,93
1687,1976,BOS,BOS,3,N,,N,Boston Red Sox,Fenway Park II,113,112
1688,1976,CAL,ANA,4,N,,N,California Angels,Anaheim Stadium,93,94
1689,1976,CHA,CHW,6,N,,N,Chicago White Sox,Comiskey Park,101,102
1690,1976,CHN,CHC,4,N,,N,Chicago Cubs,Wrigley Field,108,109
1691,1976,CIN,CIN,1,Y,,Y,Cincinnati Reds,Riverfront Stadium,102,100
1692,1976,CLE,CLE,4,N,,N,Cleveland Indians,Cleveland Stadium,98,98
1693,1976,DET,DET,5,N,,N,Detroit Tigers,Tiger Stadium,103,105
1694,1976,HOU,HOU,3,N,,N,Houston Astros,Astrodome,91,91
1695,1976,KCA,KCR,1,Y,,N,Kansas City Royals,Royals Stadium,102,100
1696,1976,LAN,LAD,2,N,,N,Los Angeles Dodgers,Dodger Stadium,98,97
1697,1976,MIN,MIN,3,N,,N,Minnesota Twins,Metropolitan Stadium,103,102
1698,1976,ML4,MIL,6,N,,N,Milwaukee Brewers,County Stadium,98,99
1699,1976,MON,WSN,6,N,,N,Montreal Expos,Jarry Park,105,107
1700,1976,NYA,NYY,1,Y,,N,New York Yankees,Yankee Stadium II,100,98
1701,1976,NYN,NYM,3,N,,N,New York Mets,Shea Stadium,94,94
1702,1976,OAK,OAK,2,N,,N,Oakland Athletics,Oakland Coliseum,95,95
1703,1976,PHI,PHI,1,Y,,N,Philadelphia Phillies,Veterans Stadium,104,102
1704,1976,PIT,PIT,2,N,,N,Pittsburgh Pirates,Three Rivers Stadium,100,99
1705,1976,SDN,SDP,5,N,,N,San Diego Padres,Jack Murphy Stadium,92,94
1706,1976,SFN,SFG,4,N,,N,San Francisco Giants,Candlestick Park,103,103
1707,1976,SLN,STL,5,N,,N,St. Louis Cardinals,Busch Stadium II,101,101
1708,1976,TEX,TEX,4,N,,N,Texas Rangers,Arlington Stadium,102,102
1709,1977,ATL,ATL,6,N,,N,Atlanta Braves,Atlanta-Fulton County Stadium,112,114
1710,1977,BAL,BAL,2,N,,N,Baltimore Orioles,Memorial Stadium,94,94
1711,1977,BOS,BOS,2,N,,N,Boston Red Sox,Fenway Park II,113,112
1712,1977,CAL,ANA,5,N,,N,California Angels,Anaheim Stadium,96,96
1713,1977,CHA,CHW,3,N,,N,Chicago White Sox,Comiskey Park,100,101
1714,1977,CHN,CHC,4,N,,N,Chicago Cubs,Wrigley Field,111,112
1715,1977,CIN,CIN,2,N,,N,Cincinnati Reds,Riverfront Stadium,102,101
1716,1977,CLE,CLE,5,N,,N,Cleveland Indians,Cleveland Stadium,96,97
1717,1977,DET,DET,4,N,,N,Detroit Tigers,Tiger Stadium,105,105
1718,1977,HOU,HOU,3,N,,N,Houston Astros,Astrodome,91,91
1719,1977,KCA,KCR,1,Y,,N,Kansas City Royals,Royals Stadium,102,100
1720,1977,LAN,LAD,1,Y,,N,Los Angeles Dodgers,Dodger Stadium,100,98
1721,1977,MIN,MIN,4,N,,N,Minnesota Twins,Metropolitan Stadium,99,99
1722,1977,ML4,MIL,6,N,,N,Milwaukee Brewers,County Stadium,100,100
1723,1977,MON,WSN,5,N,,N,Montreal Expos,Stade Olympique,97,97
1724,1977,NYA,NYY,1,Y,,Y,New York Yankees,Yankee Stadium II,99,97
1725,1977,NYN,NYM,6,N,,N,New York Mets,Shea Stadium,95,95
1726,1977,OAK,OAK,7,N,,N,Oakland Athletics,Oakland Coliseum,97,98
1727,1977,PHI,PHI,1,Y,,N,Philadelphia Phillies,Veterans Stadium,105,103
1728,1977,PIT,PIT,2,N,,N,Pittsburgh Pirates,Three Rivers Stadium,102,101
1729,1977,SDN,SDP,5,N,,N,San Diego Padres,Jack Murphy Stadium,90,91
1730,1977,SEA,SEA,6,N,,N,Seattle Mariners,Kingdome,99,101
1731,1977,SFN,SFG,4,N,,N,San Francisco Giants,Candlestick Park,99,100
1732,1977,SLN,STL,3,N,,N,St. Louis Cardinals,Busch Stadium II,99,99
1733,1977,TEX,TEX,2,N,,N,Texas Rangers,Arlington Stadium,101,101
1734,1977,TOR,TOR,7,N,,N,Toronto Blue Jays,Exhibition Stadium,101,103
1735,1978,ATL,ATL,6,N,,N,Atlanta Braves,Atlanta-Fulton County Stadium,112,114
1736,1978,BAL,BAL,4,N,,N,Baltimore Orioles,Memorial Stadium,94,93
1737,1978,BOS,BOS,2,N,,N,Boston Red Sox,Fenway Park II,112,110
1738,1978,CAL,ANA,2,N,,N,California Angels,Anaheim Stadium,96,96
1739,1978,CHA,CHW,5,N,,N,Chicago White Sox,Comiskey Park,101,102
1740,1978,CHN,CHC,3,N,,N,Chicago Cubs,Wrigley Field,112,112
1741,1978,CIN,CIN,2,N,,N,Cincinnati Reds,Riverfront Stadium,100,100
1742,1978,CLE,CLE,6,N,,N,Cleveland Indians,Cleveland Stadium,99,100
1743,1978,DET,DET,5,N,,N,Detroit Tigers,Tiger Stadium,103,103
1744,1978,HOU,HOU,5,N,,N,Houston Astros,Astrodome,92,92
1745,1978,KCA,KCR,1,Y,,N,Kansas City Royals,Royals Stadium,103,102
1746,1978,LAN,LAD,1,Y,,N,Los Angeles Dodgers,Dodger Stadium,100,98
1747,1978,MIN,MIN,4,N,,N,Minnesota Twins,Metropolitan Stadium,102,102
1748,1978,ML4,MIL,3,N,,N,Milwaukee Brewers,County Stadium,100,100
1749,1978,MON,WSN,4,N,,N,Montreal Expos,Stade Olympique,99,98
1750,1978,NYA,NYY,1,Y,,Y,New York Yankees,Yankee Stadium II,97,96
1751,1978,NYN,NYM,6,N,,N,New York Mets,Shea Stadium,96,97
1752,1978,OAK,OAK,6,N,,N,Oakland Athletics,Oakland Coliseum,94,96
1753,1978,PHI,PHI,1,Y,,N,Philadelphia Phillies,Veterans Stadium,101,100
1754,1978,PIT,PIT,2,N,,N,Pittsburgh Pirates,Three Rivers Stadium,105,104
1755,1978,SDN,SDP,4,N,,N,San Diego Padres,Jack Murphy Stadium,91,92
1756,1978,SEA,SEA,7,N,,N,Seattle Mariners,Kingdome,100,101
1757,1978,SFN,SFG,3,N,,N,San Francisco Giants,Candlestick Park,96,96
1758,1978,SLN,STL,5,N,,N,St. Louis Cardinals,Busch Stadium II,99,99
1759,1978,TEX,TEX,2,N,,N,Texas Rangers,Arlington Stadium,100,100
1760,1978,TOR,TOR,7,N,,N,Toronto Blue Jays,Exhibition Stadium,101,104
1761,1979,ATL,ATL,6,N,,N,Atlanta Braves,Atlanta-Fulton County Stadium,107,109
1762,1979,BAL,BAL,1,Y,,N,Baltimore Orioles,Memorial Stadium,97,95
1763,1979,BOS,BOS,3,N,,N,Boston Red Sox,Fenway Park II,106,106
1764,1979,CAL,ANA,1,Y,,N,California Angels,Anaheim Stadium,96,96
1765,1979,CHA,CHW,5,N,,N,Chicago White Sox,Comiskey Park,100,101
1766,1979,CHN,CHC,5,N,,N,Chicago Cubs,Wrigley Field,110,111
1767,1979,CIN,CIN,1,Y,,N,Cincinnati Reds,Riverfront Stadium,101,101
1768,1979,CLE,CLE,6,N,,N,Cleveland Indians,Cleveland Stadium,101,101
1769,1979,DET,DET,5,N,,N,Detroit Tigers,Tiger Stadium,103,103
1770,1979,HOU,HOU,2,N,,N,Houston Astros,Astrodome,94,94
1771,1979,KCA,KCR,2,N,,N,Kansas City Royals,Royals Stadium,102,101
1772,1979,LAN,LAD,3,N,,N,Los Angeles Dodgers,Dodger Stadium,99,98
1773,1979,MIN,MIN,4,N,,N,Minnesota Twins,Metropolitan Stadium,104,104
1774,1979,ML4,MIL,2,N,,N,Milwaukee Brewers,County Stadium,100,99
1775,1979,MON,WSN,2,N,,N,Montreal Expos,Stade Olympique,99,98
1776,1979,NYA,NYY,4,N,,N,New York Yankees,Yankee Stadium II,98,96
1777,1979,NYN,NYM,6,N,,N,New York Mets,Shea Stadium,96,97
1778,1979,OAK,OAK,7,N,,N,Oakland Athletics,Oakland Coliseum,94,96
1779,1979,PHI,PHI,4,N,,N,Philadelphia Phillies,Veterans Stadium,103,102
1780,1979,PIT,PIT,1,Y,,Y,Pittsburgh Pirates,Three Rivers Stadium,105,105
1781,1979,SDN,SDP,5,N,,N,San Diego Padres,Jack Murphy Stadium,93,94
1782,1979,SEA,SEA,6,N,,N,Seattle Mariners,Kingdome,102,104
1783,1979,SFN,SFG,4,N,,N,San Francisco Giants,Candlestick Park,93,94
1784,1979,SLN,STL,3,N,,N,St. Louis Cardinals,Busch Stadium II,102,102
1785,1979,TEX,TEX,3,N,,N,Texas Rangers,Arlington Stadium,99,98
1786,1979,TOR,TOR,7,N,,N,Toronto Blue Jays,Exhibition Stadium,100,102
1787,1980,ATL,ATL,4,N,,N,Atlanta Braves,Atlanta-Fulton County Stadium,103,103
1788,1980,BAL,BAL,2,N,,N,Baltimore Orioles,Memorial Stadium,99,98
1789,1980,BOS,BOS,5,N,,N,Boston Red Sox,Fenway Park II,106,105
1790,1980,CAL,ANA,6,N,,N,California Angels,Anaheim Stadium,97,97
1791,1980,CHA,CHW,5,N,,N,Chicago White Sox,Comiskey Park,100,100
1792,1980,CHN,CHC,6,N,,N,Chicago Cubs,Wrigley Field,107,109
1793,1980,CIN,CIN,3,N,,N,Cincinnati Reds,Riverfront Stadium,101,100
1794,1980,CLE,CLE,6,N,,N,Cleveland Indians,Cleveland Stadium,101,102
1795,1980,DET,DET,4,N,,N,Detroit Tigers,Tiger Stadium,102,102
1796,1980,HOU,HOU,1,Y,,N,Houston Astros,Astrodome,92,91
1797,1980,KCA,KCR,1,Y,,N,Kansas City Royals,Royals Stadium,100,100
1798,1980,LAN,LAD,2,N,,N,Los Angeles Dodgers,Dodger Stadium,99,98
